,id,gen.father,gen.mother,social.father,social.mother,father,mother,js,f.corr,sex,birth.year
1,1,0,0,115,130,115,130,0,0,NA,1975
2,2,0,0,173,117,173,117,0,0,NA,1975
3,3,0,0,173,117,173,117,1,0,Female,1975
4,4,0,0,173,117,173,117,0,0,NA,1975
5,5,0,0,118,162,118,162,1,0,Female,1975
6,6,0,0,0,0,0,0,1,0,Male,1975
7,7,0,0,0,0,0,0,1,0,Female,1975
8,8,0,0,128,123,128,123,0,0,NA,1975
9,9,0,0,128,123,128,123,0,0,NA,1975
10,10,0,0,171,185,171,185,0,0,NA,1975
11,11,0,0,171,185,171,185,0,0,NA,1975
12,12,0,0,171,185,171,185,0,0,NA,1975
13,13,0,0,155,229,155,229,0,0,NA,1975
14,14,0,0,155,229,155,229,0,0,NA,1975
15,15,0,0,155,229,155,229,0,0,NA,1975
16,16,0,0,155,229,155,229,0,0,NA,1975
17,17,0,0,0,0,0,0,1,0,Female,1975
18,18,0,0,0,0,0,0,0,0,NA,1975
19,19,0,0,0,0,0,0,0,0,NA,1975
20,20,0,0,0,0,0,0,NA,0,Male,NA
21,21,0,0,118,162,118,162,0,0,NA,1976
22,22,0,0,118,162,118,162,0,0,NA,1976
23,23,0,0,118,162,118,162,1,0,Male,1976
24,24,0,0,176,177,176,177,0,0,NA,1976
25,25,0,0,176,177,176,177,1,0,Male,1976
26,26,0,0,0,0,0,0,NA,0,Female,NA
27,27,0,0,137,125,137,125,0,0,NA,1976
28,28,0,0,137,125,137,125,1,0,Male,1976
29,29,0,0,137,125,137,125,0,0,NA,1976
30,30,0,0,155,229,155,229,0,0,NA,1976
31,31,0,0,149,216,149,216,0,0,NA,1976
32,32,0,0,149,216,149,216,1,0,Female,1976
33,33,0,0,149,216,149,216,1,0,Male,1976
34,34,0,0,149,216,149,216,0,0,NA,1976
35,35,0,0,171,170,171,170,0,0,NA,1976
36,36,0,0,171,170,171,170,0,0,NA,1976
37,37,0,0,178,142,178,142,0,0,NA,1976
38,38,0,0,178,142,178,142,0,0,NA,1976
39,39,0,0,178,142,178,142,1,0,Female,1976
40,40,0,0,120,110,120,110,0,0,NA,1976
41,41,0,0,120,110,120,110,0,0,NA,1976
42,42,0,0,120,110,120,110,0,0,NA,1976
43,43,0,0,107,105,107,105,1,0,Male,1976
44,44,0,0,107,105,107,105,0,0,NA,1976
45,45,0,0,107,105,107,105,1,0,Male,1976
46,46,0,0,107,105,107,105,1,0,Female,1976
47,47,0,0,166,230,166,230,0,0,NA,1976
48,48,0,0,166,230,166,230,0,0,NA,1976
49,49,0,0,20,126,20,126,0,0,NA,1976
50,50,0,0,20,126,20,126,0,0,NA,1976
51,51,0,0,114,119,114,119,0,0,NA,1976
52,52,0,0,114,119,114,119,1,0,Male,1976
53,53,0,0,114,119,114,119,1,0,Female,1976
54,54,0,0,114,119,114,119,0,0,NA,1976
55,55,0,0,163,185,163,185,1,0,Female,1976
56,56,0,0,163,185,163,185,0,0,NA,1976
57,57,0,0,181,180,181,180,1,0,Female,1976
58,58,0,0,181,180,181,180,0,0,NA,1976
59,59,0,0,133,129,133,129,1,0,Male,1976
60,60,0,0,133,129,133,129,0,0,NA,1976
61,61,0,0,174,139,174,139,1,0,Female,1976
62,62,0,0,174,139,174,139,1,0,Female,1976
63,63,0,0,174,139,174,139,1,0,Female,1976
64,64,0,0,161,6083,161,6083,0,0,NA,1976
65,65,0,0,161,6083,161,6083,1,0,Male,1976
66,66,0,0,161,6083,161,6083,1,0,Male,1976
67,67,0,0,161,6083,161,6083,1,0,Female,1976
68,68,0,0,155,229,155,229,0,0,NA,1976
69,69,0,0,173,81,173,81,0,0,NA,1976
70,70,0,0,173,81,173,81,0,0,NA,1976
71,71,0,0,171,170,171,170,1,0,Female,1976
72,72,0,0,159,7,159,7,0,0,NA,1976
73,73,0,0,159,7,159,7,0,0,NA,1976
74,74,0,0,159,7,159,7,0,0,NA,1976
75,75,0,0,191,208,191,208,0,0,NA,1976
76,76,0,0,191,208,191,208,0,0,NA,1976
77,77,0,0,191,208,191,208,0,0,NA,1976
78,78,0,0,148,151,148,151,1,0,Male,1976
79,79,0,0,148,151,148,151,0,0,NA,1976
80,80,0,0,140,26,140,26,0,0,NA,1976
81,81,0,0,0,0,0,0,NA,0,Female,NA
82,82,0,0,176,177,176,177,1,0,Male,1976
83,83,0,0,176,177,176,177,0,0,NA,1976
84,84,0,0,118,162,118,162,0,0,NA,1976
85,85,0,0,118,162,118,162,1,0,Male,1976
86,86,0,0,118,162,118,162,1,0,Female,1976
87,87,0,0,154,3,154,3,1,0,Female,1976
88,88,0,0,166,230,166,230,1,0,Male,1976
89,89,0,0,154,3,154,3,0,0,NA,1976
90,90,0,0,201,125,201,125,0,0,NA,1976
91,91,0,0,201,125,201,125,0,0,NA,1976
92,92,0,0,112,110,112,110,1,0,Female,1976
93,93,0,0,112,110,112,110,0,0,NA,1976
94,94,0,0,181,180,181,180,1,0,Male,1976
95,95,0,0,5087,5856,5087,5856,0,0.1112877466,NA,2012
96,96,0,0,5908,5936,5908,5936,0,0.1827211475,NA,2013
97,97,0,0,3755,3877,3755,3877,0,0.2559814453,NA,1992
98,98,0,0,3755,3877,3755,3877,0,0.2559814453,NA,1992
99,99,0,0,0,0,0,0,NA,0,Male,NA
100,100,0,0,5848,5955,5848,5955,NA,0.0478824398,NA,2015
101,101,0,0,5848,5955,5848,5955,NA,0.0478824398,NA,2015
102,102,0,0,5848,5955,5848,5955,NA,0.0478824398,NA,2015
103,103,0,0,5848,5955,5848,5955,NA,0.0478824398,NA,2015
104,104,0,0,5848,5955,5848,5955,NA,0.0478824398,NA,2015
105,105,0,0,0,0,0,0,NA,0,Female,NA
106,106,0,0,0,0,0,0,NA,0,Male,NA
107,107,0,0,0,0,0,0,NA,0,Male,NA
108,108,0,0,0,0,0,0,NA,0,Female,NA
109,109,0,0,0,0,0,0,NA,0,Male,NA
110,110,0,0,0,0,0,0,NA,0,Female,NA
111,111,0,0,0,0,0,0,NA,0,Male,NA
112,112,0,0,0,0,0,0,NA,0,Male,NA
113,113,0,0,0,0,0,0,NA,0,Male,NA
114,114,0,0,0,0,0,0,NA,0,Male,NA
115,115,0,0,0,0,0,0,NA,0,Male,NA
116,116,0,0,0,0,0,0,NA,0,Male,NA
117,117,0,0,0,0,0,0,NA,0,Female,NA
118,118,0,0,0,0,0,0,NA,0,Male,NA
119,119,0,0,0,0,0,0,NA,0,Female,NA
120,120,0,0,0,0,0,0,NA,0,Male,NA
121,121,0,0,0,0,0,0,NA,0,Male,NA
122,122,0,0,0,0,0,0,NA,0,Female,NA
123,123,0,0,0,0,0,0,NA,0,Female,NA
124,124,0,0,0,0,0,0,NA,0,Female,NA
125,125,0,0,0,0,0,0,NA,0,Female,NA
126,126,0,0,0,0,0,0,NA,0,Female,NA
127,127,0,0,0,0,0,0,NA,0,Male,NA
128,128,0,0,0,0,0,0,NA,0,Male,NA
129,129,0,0,0,0,0,0,NA,0,Female,NA
130,130,0,0,0,0,0,0,NA,0,Female,NA
131,131,0,0,0,0,0,0,NA,0,Male,NA
132,132,0,0,0,0,0,0,NA,0,Female,NA
133,133,0,0,0,0,0,0,NA,0,Male,NA
134,134,0,0,0,0,0,0,NA,0,Male,NA
135,135,0,0,0,0,0,0,NA,0,Male,NA
136,136,0,0,0,0,0,0,NA,0,Male,NA
137,137,0,0,0,0,0,0,NA,0,Male,NA
138,138,0,0,0,0,0,0,NA,0,Female,NA
139,139,0,0,0,0,0,0,NA,0,Female,NA
140,140,0,0,0,0,0,0,NA,0,Male,NA
141,141,0,0,0,0,0,0,NA,0,Male,NA
142,142,0,0,0,0,0,0,NA,0,Female,NA
143,143,0,0,0,0,0,0,NA,0,Male,NA
144,144,0,0,0,0,0,0,NA,0,Male,NA
145,145,0,0,0,0,0,0,NA,0,Female,NA
146,146,0,0,0,0,0,0,NA,0,Male,NA
147,147,0,0,0,0,0,0,NA,0,Male,NA
148,148,0,0,0,0,0,0,NA,0,Male,NA
149,149,0,0,0,0,0,0,NA,0,Male,NA
150,150,0,0,0,0,0,0,NA,0,Male,NA
151,151,0,0,0,0,0,0,NA,0,Female,NA
152,152,0,0,0,0,0,0,NA,0,Female,NA
153,153,0,0,0,0,0,0,NA,0,Male,NA
154,154,0,0,0,0,0,0,NA,0,Male,NA
155,155,0,0,0,0,0,0,NA,0,Male,NA
156,156,0,0,0,0,0,0,NA,0,Female,NA
157,157,0,0,0,0,0,0,NA,0,Male,NA
158,158,0,0,0,0,0,0,NA,0,Male,NA
159,159,0,0,0,0,0,0,NA,0,Male,NA
160,160,0,0,0,0,0,0,NA,0,Female,NA
161,161,0,0,0,0,0,0,NA,0,Male,NA
162,162,0,0,0,0,0,0,NA,0,Female,NA
163,163,0,0,0,0,0,0,NA,0,Male,NA
164,164,0,0,0,0,0,0,NA,0,Male,NA
165,165,0,0,0,0,0,0,NA,0,Male,NA
166,166,0,0,0,0,0,0,NA,0,Male,NA
167,167,0,0,0,0,0,0,NA,0,Male,NA
168,168,0,0,0,0,0,0,NA,0,Male,NA
169,169,0,0,0,0,0,0,NA,0,Male,NA
170,170,0,0,0,0,0,0,NA,0,Female,NA
171,171,0,0,0,0,0,0,NA,0,Male,NA
172,172,0,0,0,0,0,0,NA,0,Male,NA
173,173,0,0,0,0,0,0,NA,0,Male,NA
174,174,0,0,0,0,0,0,NA,0,Male,NA
175,175,0,0,0,0,0,0,NA,0,Male,NA
176,176,0,0,0,0,0,0,NA,0,Male,NA
177,177,0,0,0,0,0,0,NA,0,Female,NA
178,178,0,0,0,0,0,0,NA,0,Male,NA
179,179,0,0,0,0,0,0,NA,0,Male,NA
180,180,0,0,0,0,0,0,NA,0,Female,NA
181,181,0,0,0,0,0,0,NA,0,Male,NA
182,182,0,0,0,0,0,0,NA,0,Male,NA
183,183,0,0,0,0,0,0,NA,0,Male,NA
184,184,0,0,0,0,0,0,NA,0,Male,NA
185,185,0,0,0,0,0,0,NA,0,Female,NA
186,186,0,0,6085,122,6085,122,0,0,NA,1975
187,187,0,0,6085,122,6085,122,0,0,NA,1975
188,188,0,0,6085,122,6085,122,0,0,NA,1975
189,189,0,0,171,185,171,185,0,0,NA,1975
190,190,0,0,171,185,171,185,0,0,NA,1975
191,191,0,0,171,185,171,185,1,0,Male,1975
192,192,0,0,159,162,159,162,0,0,NA,1975
193,193,0,0,159,162,159,162,0,0,NA,1975
194,194,0,0,159,162,159,162,0,0,NA,1975
195,195,0,0,159,162,159,162,0,0,NA,1975
196,196,0,0,155,229,155,229,0,0,NA,1975
197,197,0,0,155,229,155,229,0,0,NA,1975
198,198,0,0,155,229,155,229,0,0,NA,1975
199,199,0,0,155,229,155,229,0,0,NA,1975
200,200,0,0,174,132,174,132,1,0,Male,1975
201,201,0,0,174,132,174,132,1,0,Male,1975
202,202,0,0,174,132,174,132,0,0,NA,1975
203,203,0,0,0,0,0,0,NA,0,Female,NA
204,204,0,0,115,130,115,130,1,0,Male,1975
205,205,0,0,115,130,115,130,1,0,Male,1975
206,206,0,0,121,156,121,156,0,0,NA,1975
207,207,0,0,121,156,121,156,0,0,NA,1975
208,208,0,0,121,156,121,156,1,0,Female,1975
209,209,0,0,176,177,176,177,0,0,NA,1975
210,210,0,0,176,177,176,177,0,0,NA,1975
211,211,0,0,153,216,153,216,0,0,NA,1975
212,212,0,0,153,216,153,216,0,0,NA,1975
213,213,0,0,161,6083,161,6083,0,0,NA,1975
214,214,0,0,120,110,120,110,0,0,NA,1975
215,215,0,0,127,203,127,203,0,0,NA,1975
216,216,0,0,0,0,0,0,NA,0,Female,NA
217,217,0,0,178,142,178,142,0,0,NA,1975
218,218,0,0,178,142,178,142,0,0,NA,1975
219,219,0,0,136,125,136,125,1,0,Male,1975
220,220,0,0,164,6084,164,6084,0,0,NA,1975
221,221,0,0,164,6084,164,6084,0,0,NA,1975
222,222,0,0,167,119,167,119,0,0,NA,1975
223,223,0,0,167,119,167,119,0,0,NA,1975
224,224,0,0,0,0,0,0,NA,0,Female,NA
225,225,0,0,143,139,143,139,1,0,Male,1975
226,226,0,0,0,0,0,0,NA,0,Male,NA
227,227,0,0,168,122,168,122,0,0,NA,1975
228,228,0,0,168,122,168,122,0,0,NA,1975
229,229,0,0,0,0,0,0,NA,0,Female,NA
230,230,0,0,0,0,0,0,NA,0,Female,NA
231,231,0,0,0,0,0,0,0,0,NA,1975
232,232,0,0,155,229,155,229,0,0,NA,1975
233,233,0,0,155,229,155,229,0,0,NA,1975
234,234,0,0,155,229,155,229,0,0,NA,1975
235,235,0,0,155,229,155,229,0,0,NA,1975
236,236,0,0,182,108,182,108,0,0,NA,1975
237,237,0,0,0,0,0,0,0,0,NA,1975
238,238,0,0,0,0,0,0,0,0,NA,1975
239,239,0,0,184,6082,184,6082,0,0,NA,1975
240,240,0,0,133,129,133,129,0,0,NA,1975
241,241,0,0,133,129,133,129,0,0,NA,1975
242,242,0,0,163,6081,163,6081,0,0,NA,1975
243,243,0,0,163,6081,163,6081,0,0,NA,1975
244,244,0,0,163,6081,163,6081,0,0,NA,1975
245,245,0,0,161,6083,161,6083,0,0,NA,1975
246,246,0,0,161,6083,161,6083,0,0,NA,1975
247,247,0,0,127,203,127,203,0,0,NA,1975
248,248,0,0,20,126,20,126,0,0,NA,1975
249,249,0,0,20,126,20,126,1,0,Male,1975
250,250,0,0,20,126,20,126,0,0,NA,1975
251,251,0,0,136,125,136,125,1,0,Male,1975
252,252,0,0,136,125,136,125,0,0,NA,1975
253,253,0,0,120,110,120,110,0,0,NA,1975
254,254,0,0,120,110,120,110,1,0,Male,1975
255,255,0,0,115,130,115,130,0,0,NA,1975
256,256,0,0,114,119,114,119,1,0,Female,1976
257,257,0,0,171,185,171,185,0,0,NA,1976
258,258,0,0,171,185,171,185,0,0,NA,1976
259,259,0,0,173,81,173,81,1,0,Male,1976
260,260,0,0,173,81,173,81,1,0,Female,1976
261,261,0,0,173,81,173,81,1,0,Female,1976
262,262,0,0,128,123,128,123,1,0,Male,1976
263,263,0,0,128,123,128,123,0,0,NA,1976
264,264,0,0,128,123,128,123,0,0,NA,1976
265,265,0,0,171,170,171,170,0,0,NA,1976
266,266,0,0,171,170,171,170,1,0,Male,1976
267,267,0,0,200,156,200,156,1,0,Female,1976
268,268,0,0,200,156,200,156,0,0,NA,1976
269,269,0,0,147,6084,147,6084,1,0,Male,1976
270,270,0,0,147,6084,147,6084,1,0,Male,1976
271,271,0,0,155,229,155,229,1,0,Female,1976
272,272,0,0,155,229,155,229,0,0,NA,1976
273,273,0,0,155,229,155,229,0,0,NA,1976
274,274,0,0,155,229,155,229,0,0,NA,1976
275,275,0,0,20,126,20,126,1,0,Female,1976
276,276,0,0,20,126,20,126,1,0,Female,1976
277,277,0,0,20,126,20,126,1,0,Male,1976
278,278,0,0,107,105,107,105,1,0,Female,1976
279,279,0,0,107,105,107,105,1,0,Male,1976
280,280,0,0,159,7,159,7,0,0,NA,1976
281,281,0,0,159,7,159,7,0,0,NA,1976
282,282,0,0,159,7,159,7,0,0,NA,1976
283,283,0,0,149,216,149,216,1,0,Male,1976
284,284,0,0,149,216,149,216,1,0,Male,1976
285,285,0,0,149,216,149,216,1,0,Male,1976
286,286,0,0,6,6083,6,6083,1,0,Female,1976
287,287,0,0,149,216,149,216,0,0,NA,1976
288,288,0,0,6,6083,6,6083,0,0,NA,1976
289,289,0,0,118,162,118,162,0,0,NA,1976
290,290,0,0,118,162,118,162,0,0,NA,1976
291,291,0,0,205,129,205,129,0,0,NA,1976
292,292,0,0,205,129,205,129,0,0,NA,1976
293,293,0,0,225,151,225,151,1,0,Female,1976
294,294,0,0,225,151,225,151,0,0,NA,1976
295,295,0,0,225,151,225,151,0,0,NA,1976
296,296,0,0,225,151,225,151,0,0,NA,1976
297,297,0,0,164,26,164,26,0,0,NA,1976
298,298,0,0,174,139,174,139,0,0,NA,1976
299,299,0,0,164,26,164,26,0,0,NA,1976
300,300,0,0,164,26,164,26,0,0,NA,1976
301,301,0,0,114,5,114,5,0,0,NA,1976
302,302,0,0,114,5,114,5,0,0,NA,1976
303,303,0,0,181,180,181,180,1,0,Female,1976
304,304,0,0,181,180,181,180,0,0,NA,1976
305,305,0,0,176,177,176,177,0,0,NA,1976
306,306,0,0,0,0,0,0,NA,0,Female,NA
307,307,0,0,155,63,155,63,1,0,Male,1977
308,308,0,0,155,63,155,63,0,0,NA,1977
309,309,0,0,137,125,137,125,1,0,Male,1977
310,310,0,0,137,125,137,125,0,0,NA,1977
311,311,0,0,137,125,137,125,1,0,Male,1977
312,312,0,0,219,151,219,151,0,0,NA,1977
313,313,0,0,176,177,176,177,0,0,NA,1977
314,314,0,0,176,177,176,177,0,0,NA,1977
315,315,0,0,159,162,159,162,0,0,NA,1977
316,316,0,0,159,162,159,162,0,0,NA,1977
317,317,0,0,159,162,159,162,1,0,Male,1977
318,318,0,0,159,162,159,162,1,0,Female,1977
319,319,0,0,149,216,149,216,0,0,NA,1977
320,320,0,0,149,216,149,216,1,0,Male,1977
321,321,0,0,178,62,178,62,0,0,NA,1977
322,322,0,0,178,62,178,62,0,0,NA,1977
323,323,0,0,178,62,178,62,1,0,Male,1977
324,324,0,0,88,185,88,185,1,0,Male,1977
325,325,0,0,88,185,88,185,1,0,Male,1977
326,326,0,0,88,185,88,185,0,0,NA,1977
327,327,0,0,249,293,249,293,0,0,NA,1977
328,328,0,0,249,293,249,293,0,0,NA,1977
329,329,0,0,249,293,249,293,0,0,NA,1977
330,330,0,0,254,129,254,129,0,0,NA,1977
331,331,0,0,254,129,254,129,1,0,Female,1977
332,332,0,0,254,129,254,129,0,0,NA,1977
333,333,0,0,259,126,259,126,0,0,NA,1977
334,334,0,0,259,126,259,126,0,0,NA,1977
335,335,0,0,259,126,259,126,0,0,NA,1977
336,336,0,0,155,276,155,276,0,0,NA,1977
337,337,0,0,155,276,155,276,0,0,NA,1977
338,338,0,0,155,276,155,276,0,0,NA,1977
339,339,0,0,88,185,88,185,1,0,Male,1977
340,340,0,0,88,185,88,185,0,0,NA,1977
341,341,0,0,88,185,88,185,0,0,NA,1977
342,342,0,0,137,125,137,125,0,0,NA,1977
343,343,0,0,137,125,137,125,0,0,NA,1977
344,344,0,0,137,125,137,125,0,0,NA,1977
345,345,0,0,149,216,149,216,0,0,NA,1977
346,346,0,0,149,216,149,216,0,0,NA,1977
347,347,0,0,149,216,149,216,0,0,NA,1977
348,348,0,0,149,216,149,216,0,0,NA,1977
349,349,0,0,181,53,181,53,0,0,NA,1977
350,350,0,0,181,53,181,53,0,0,NA,1977
351,351,0,0,181,53,181,53,0,0,NA,1977
352,352,0,0,66,105,66,105,0,0,NA,1977
353,353,0,0,66,105,66,105,0,0,NA,1977
354,354,0,0,184,57,184,57,0,0,NA,1977
355,355,0,0,184,57,184,57,0,0,NA,1977
356,356,0,0,184,57,184,57,1,0,Male,1977
357,357,0,0,184,57,184,57,0,0,NA,1977
358,358,0,0,254,129,254,129,0,0,NA,1977
359,359,0,0,254,129,254,129,1,0,Male,1977
360,360,0,0,254,129,254,129,0,0,NA,1977
361,361,0,0,159,162,159,162,0,0,NA,1977
362,362,0,0,159,162,159,162,1,0,Female,1977
363,363,0,0,159,162,159,162,0,0,NA,1977
364,364,0,0,259,126,259,126,0,0,NA,1977
365,365,0,0,259,126,259,126,0,0,NA,1977
366,366,0,0,259,126,259,126,0,0,NA,1977
367,367,0,0,259,126,259,126,0,0,NA,1977
368,368,0,0,178,62,178,62,1,0,Female,1977
369,369,0,0,178,62,178,62,0,0,NA,1977
370,370,0,0,178,62,178,62,0,0,NA,1977
371,371,0,0,191,256,191,256,0,0,NA,1977
372,372,0,0,191,256,191,256,0,0,NA,1977
373,373,0,0,191,256,191,256,1,0,Male,1977
374,374,0,0,106,224,106,224,0,0,NA,1977
375,375,0,0,106,224,106,224,0,0,NA,1977
376,376,0,0,106,224,106,224,0,0,NA,1977
377,377,0,0,33,92,33,92,0,0,NA,1977
378,378,0,0,33,92,33,92,0,0,NA,1977
379,379,0,0,33,92,33,92,0,0,NA,1977
380,380,0,0,78,87,78,87,0,0,NA,1977
381,381,0,0,78,87,78,87,0,0,NA,1977
382,382,0,0,78,87,78,87,0,0,NA,1977
383,383,0,0,78,87,78,87,0,0,NA,1977
384,384,0,0,112,110,112,110,0,0,NA,1977
385,385,0,0,112,110,112,110,0,0,NA,1977
386,386,0,0,112,110,112,110,0,0,NA,1977
387,387,0,0,112,110,112,110,1,0,Female,1977
388,388,0,0,25,271,25,271,1,0,Male,1977
389,389,0,0,25,271,25,271,0,0,NA,1977
390,390,0,0,25,271,25,271,0,0,NA,1977
391,391,0,0,25,271,25,271,0,0,NA,1977
392,392,0,0,43,261,43,261,0,0,NA,1977
393,393,0,0,43,261,43,261,0,0,NA,1977
394,394,0,0,43,261,43,261,0,0,NA,1977
395,395,0,0,159,71,159,71,0,0,NA,1977
396,396,0,0,159,71,159,71,0,0,NA,1977
397,397,0,0,94,293,94,293,0,0,NA,1977
398,398,0,0,94,293,94,293,0,0,NA,1977
399,399,0,0,94,293,94,293,0,0,NA,1977
400,400,0,0,94,119,94,119,0,0,NA,1977
401,401,0,0,94,119,94,119,0,0,NA,1977
402,402,0,0,94,119,94,119,0,0,NA,1977
403,403,0,0,94,119,94,119,0,0,NA,1977
404,404,0,0,161,267,161,267,0,0,NA,1977
405,405,0,0,161,267,161,267,0,0,NA,1977
406,406,0,0,161,267,161,267,0,0,NA,1977
407,407,0,0,161,267,161,267,0,0,NA,1977
408,408,0,0,200,39,200,39,0,0,NA,1977
409,409,0,0,200,39,200,39,0,0,NA,1977
410,410,0,0,200,39,200,39,0,0,NA,1977
411,411,0,0,114,5,114,5,0,0,NA,1977
412,412,0,0,114,5,114,5,1,0,Male,1977
413,413,0,0,114,5,114,5,0,0,NA,1977
414,414,0,0,114,5,114,5,1,0,Female,1977
415,415,0,0,200,156,200,156,0,0,NA,1977
416,416,0,0,200,156,200,156,0,0,NA,1977
417,417,0,0,200,156,200,156,0,0,NA,1977
418,418,0,0,82,67,82,67,0,0,NA,1977
419,419,0,0,82,67,82,67,0,0,NA,1977
420,420,0,0,82,67,82,67,0,0,NA,1977
421,421,0,0,173,303,173,303,0,0,NA,1977
422,422,0,0,173,303,173,303,1,0,Male,1977
423,423,0,0,173,303,173,303,0,0,NA,1977
424,424,0,0,251,55,251,55,0,0,NA,1977
425,425,0,0,251,55,251,55,0,0,NA,1977
426,426,0,0,251,55,251,55,0,0,NA,1977
427,427,0,0,285,26,285,26,0,0,NA,1977
428,428,0,0,285,26,285,26,1,0,Female,1977
429,429,0,0,285,26,285,26,0,0,NA,1977
430,430,0,0,6,6083,6,6083,1,0,Female,1977
431,431,0,0,6,6083,6,6083,0,0,NA,1977
432,432,0,0,6,6083,6,6083,0,0,NA,1977
433,433,0,0,6,6083,6,6083,0,0,NA,1977
434,434,0,0,259,126,259,126,1,0,Female,1977
435,435,0,0,181,53,181,53,1,0,Female,1977
436,436,0,0,181,53,181,53,0,0,NA,1977
437,437,0,0,181,53,181,53,1,0,Female,1977
438,438,0,0,262,260,262,260,0,0,NA,1977
439,439,0,0,262,260,262,260,0,0,NA,1977
440,440,0,0,262,260,262,260,0,0,NA,1977
441,441,0,0,262,260,262,260,0,0,NA,1977
442,442,0,0,106,224,106,224,0,0,NA,1977
443,443,0,0,106,224,106,224,0,0,NA,1977
444,444,0,0,106,224,106,224,0,0,NA,1977
445,445,0,0,112,110,112,110,0,0,NA,1977
446,446,0,0,112,110,112,110,0,0,NA,1977
447,447,0,0,112,110,112,110,1,0,Male,1977
448,448,0,0,114,5,114,5,1,0,Female,1977
449,449,0,0,114,5,114,5,0,0,NA,1977
450,450,0,0,114,5,114,5,0,0,NA,1977
451,451,0,0,251,55,251,55,1,0,Male,1977
452,452,0,0,251,55,251,55,0,0,NA,1977
453,453,0,0,251,55,251,55,0,0,NA,1977
454,454,0,0,159,71,159,71,0,0,NA,1977
455,455,0,0,159,71,159,71,0,0,NA,1977
456,456,0,0,159,71,159,71,0,0,NA,1977
457,457,0,0,66,105,66,105,0,0,NA,1977
458,458,0,0,78,87,78,87,0,0,NA,1977
459,459,0,0,82,67,82,67,1,0,Male,1977
460,460,0,0,82,67,82,67,1,0,Female,1977
461,461,0,0,82,67,82,67,1,0,Female,1977
462,462,0,0,65,170,65,170,1,0,Female,1977
463,463,0,0,65,170,65,170,0,0,NA,1977
464,464,0,0,65,170,65,170,0,0,NA,1977
465,465,0,0,33,92,33,92,0,0,NA,1977
466,466,0,0,33,92,33,92,0,0,NA,1977
467,467,0,0,191,256,191,256,1,0,Female,1977
468,468,0,0,191,256,191,256,0,0,NA,1977
469,469,0,0,191,256,191,256,0,0,NA,1977
470,470,0,0,173,303,173,303,1,0,Male,1977
471,471,0,0,173,303,173,303,0,0,NA,1977
472,472,0,0,173,303,173,303,1,0,Female,1977
473,473,0,0,266,32,266,32,0,0,NA,1977
474,474,0,0,266,32,266,32,0,0,NA,1977
475,475,0,0,266,32,266,32,0,0,NA,1977
476,476,0,0,161,267,161,267,0,0,NA,1977
477,477,0,0,161,267,161,267,0,0,NA,1977
478,478,0,0,161,267,161,267,1,0,Female,1977
479,479,0,0,25,271,25,271,0,0,NA,1977
480,480,0,0,25,271,25,271,0,0,NA,1977
481,481,0,0,25,271,25,271,0,0,NA,1977
482,482,0,0,25,271,25,271,0,0,NA,1977
483,483,0,0,43,261,43,261,1,0,Male,1977
484,484,0,0,43,261,43,261,1,0,Female,1977
485,485,0,0,43,261,43,261,0,0,NA,1977
486,486,0,0,285,26,285,26,0,0,NA,1977
487,487,0,0,285,26,285,26,0,0,NA,1977
488,488,0,0,285,26,285,26,0,0,NA,1977
489,489,0,0,52,46,52,46,1,0,Male,1977
490,490,0,0,52,46,52,46,1,0,Male,1977
491,491,0,0,52,46,52,46,0,0,NA,1977
492,492,0,0,94,119,94,119,0,0,NA,1977
493,493,0,0,284,306,284,306,1,0,Female,1977
494,494,0,0,284,306,284,306,0,0,NA,1977
495,495,0,0,284,306,284,306,0,0,NA,1977
496,496,0,0,284,306,284,306,1,0,Female,1977
497,497,0,0,200,39,200,39,0,0,NA,1977
498,498,0,0,200,39,200,39,0,0,NA,1977
499,499,0,0,166,86,166,86,1,0,Male,1977
500,500,0,0,166,86,166,86,0,0,NA,1977
501,501,0,0,166,86,166,86,1,0,Female,1977
502,502,0,0,166,86,166,86,0,0,NA,1977
503,503,0,0,204,17,204,17,0,0,NA,1977
504,504,0,0,204,17,204,17,0,0,NA,1977
505,505,0,0,204,17,204,17,0,0,NA,1977
506,506,0,0,204,17,204,17,0,0,NA,1977
507,507,0,0,28,278,28,278,0,0,NA,1977
508,508,0,0,28,278,28,278,0,0,NA,1977
509,509,0,0,28,278,28,278,0,0,NA,1977
510,510,0,0,28,278,28,278,1,0,Male,1977
511,511,0,0,174,139,174,139,0,0,NA,1977
512,512,0,0,174,139,174,139,1,0,Female,1977
513,513,0,0,174,139,174,139,0,0,NA,1977
514,514,0,0,174,139,174,139,1,0,Female,1977
515,515,0,0,6,6083,6,6083,0,0,NA,1977
516,516,0,0,6,6083,6,6083,0,0,NA,1977
517,517,0,0,6,6083,6,6083,0,0,NA,1977
518,518,0,0,219,151,219,151,0,0,NA,1977
519,519,0,0,155,63,155,63,0,0,NA,1977
520,520,0,0,155,63,155,63,0,0,NA,1977
521,521,0,0,155,63,155,63,1,0,Male,1977
522,522,0,0,176,177,176,177,1,0,Male,1977
523,523,0,0,176,177,176,177,0,0,NA,1977
524,524,0,0,176,177,176,177,0,0,NA,1977
525,525,0,0,176,177,176,177,0,0,NA,1977
526,526,0,0,23,286,23,286,0,0,NA,1977
527,527,0,0,23,286,23,286,0,0,NA,1977
