"","id","mintars"
"1523",1452,20.5
"1524",1452,20.5
"1525",1452,20.3
"1526",1452,NA
"1527",1453,19.5
"1528",1453,19.5
"1529",1453,18.75
"1530",1454,19.25
"1531",1454,19.75
"1532",1454,19.75
"1533",1457,20.25
"1534",1457,20
"1535",1457,20
"1536",1457,20
"1537",1457,19.7
"1538",1458,19.9
"1539",1458,20.1
"1540",1458,NA
"1541",1458,20
"1542",1459,19.75
"1543",1459,19.5
"1544",1459,19.6
"1545",1459,19.4
"1546",1459,19.5
"1547",1459,19.3
"1548",1464,NA
"1549",1464,20
"1550",1464,19.9
"1551",1466,19.5
"1552",1466,19.5
"1553",1466,19.25
"1554",1467,19.5
"1555",1467,19.7
"1556",1467,19.7
"1557",1467,19.65
"1558",1468,18.5
"1559",1469,19.75
"1560",1470,20
"1561",1471,19.75
"1562",1471,19.75
"1563",1471,19.5
"1564",1471,19.5
"1565",1472,19.5
"1566",1472,19.75
"1567",1476,19.5
"1568",1476,19.75
"1569",1477,NA
"1570",1477,NA
"1571",1480,19.5
"1572",1480,19.5
"1573",1483,19.5
"1574",1485,20.1
"1575",1486,19
"1576",1486,19
"1577",1488,20
"1578",1490,20
"1579",1490,NA
"1580",1490,19.75
"1581",1490,20.5
"1582",1490,20.5
"1583",1490,20.25
"1584",1492,19.25
"1585",1492,19.25
"1586",1492,19.5
"1587",1493,20
"1588",1493,20
"1589",1493,20
"1590",1493,20.7
"1591",1494,20
"1592",1495,19.9
"1593",1495,19.75
"1594",1496,20
"1595",1496,20
"1596",1496,19.9
"1597",1496,20
"1598",1496,NA
"1599",1496,20.25
"1600",1496,20
"1601",1496,19.8
"1602",1497,20
"1603",1497,20.5
"1604",1497,20.25
"1605",1497,19.8
"1606",1497,20.2
"1607",1497,NA
"1608",1497,20
"1609",1500,19.5
"1610",1500,NA
"1611",1501,22.5
"1612",1502,19.75
"1613",1502,19.75
"1614",1502,18.8
"1615",1503,19.25
"1616",1503,19.5
"1617",1503,19.5
"1618",1503,19.5
"1619",1503,19.55
"1620",1503,19.35
"1621",1503,NA
"1622",1503,NA
"1623",1504,20.75
"1624",1509,20.75
"1625",1509,20.75
"1626",1510,20
"1627",1510,20
"1628",1510,19.9
"1629",1511,20.5
"1630",1511,19.5
"1631",1514,19
"1632",1514,19.5
"1633",1514,NA
"1634",1515,20
"1635",1515,20.5
"1636",1515,20.2
"1637",1517,20
"1638",1517,20
"1639",1518,19.9
"1640",1520,21
"1641",1521,20.25
"1642",1521,19.8
"1643",1521,20.25
"1644",1521,20.85
"1645",1522,19.75
"1646",1523,19.75
"1647",1524,19.25
"1648",1524,NA
"1649",1525,20.3
"1650",1525,20.75
"1651",1528,NA
"1652",1528,NA
"1653",1529,21.9
"1654",1530,19.5
"1655",1531,19.9
"1656",1531,20
"1657",1535,20.25
"1658",1535,20
"1659",1535,20.5
"1660",1535,NA
"1661",1536,18.5
"1662",1536,20
"1663",1536,NA
"1664",1536,20.2
"1665",1536,20
"1666",1537,20.5
"1667",1537,19.5
"1668",1537,NA
"1669",1537,20.3
"1670",1537,20.2
"1671",1537,NA
"1672",1537,NA
"1675",1539,18.8
"1676",1539,18.6
"1677",1540,18.6
"1678",1541,19.9
"1679",1543,19.75
"1680",1543,19.25
"1681",1543,19.4
"1682",1543,19.3
"1683",1543,19.35
"1684",1544,19.95
"1685",1544,19.9
"1686",1544,19.7
"1687",1545,19.85
"1688",1545,19.6
"1689",1548,19.4
"1690",1548,19.4
"1691",1548,19.35
"1692",1548,19.15
"1693",1548,19.3
"1694",1548,19.45
"1695",1548,19.35
"1696",1549,19.4
"1697",1549,19.4
"1698",1549,19.2
"1699",1550,19.1
"1700",1550,19.2
"1701",1552,19.55
"1702",1553,18.8
"1703",1553,19
"1704",1553,18.95
"1705",1554,19.6
"1706",1555,19
"1707",1557,19.5
"1708",1557,19.55
"1709",1558,19.5
"1710",1558,19.4
"1711",1559,19.45
"1712",1559,19.2
"1713",1560,19
"1714",1560,18.9
"1715",1560,19.3
"1716",1561,19.6
"1717",1563,18.7
"1718",1564,19.5
"1719",1564,NA
"1720",1564,NA
"1721",1564,NA
"1722",1565,20
"1723",1566,19.5
"1724",1566,19.55
"1725",1567,19.45
"1726",1567,19.4
"1727",1568,20.1
"1728",1568,20
"1729",1570,20.1
"1730",1575,19.65
"1731",1575,19.65
"1732",1577,20.2
"1733",1577,20.1
"1734",1579,19
"1735",1579,19.25
"1736",1579,19
"1737",1583,20.2
"1738",1583,19.75
"1739",1583,20
"1740",1583,20
"1741",1583,NA
"1742",1589,20
"1743",1591,19.7
"1744",1591,19.6
"1745",1591,19.3
"1746",1591,19.5
"1747",1592,20
"1748",1592,20.2
"1749",1592,19.95
"1750",1593,19.3
"1751",1593,19.3
"1752",1593,19.35
"1753",1594,19
"1754",1594,19
"1755",1594,19.3
"1756",1597,20.55
"1757",1597,18.8
"1758",1598,19.2
"1759",1598,19.2
"1760",1598,19.45
"1761",1600,19.7
"1762",1601,19.7
"1763",1601,19.25
"1764",1602,19.8
"1765",1602,19.6
"1766",1602,19.8
"1767",1602,19.85
"1768",1603,19.35
"1769",1603,19.8
"1770",1603,19.8
"1771",1603,20.05
"1772",1603,NA
"1773",1603,NA
"1774",1603,NA
"1775",1604,19.35
"1776",1604,19.35
"1777",1604,19.35
"1778",1605,18.4
"1779",1605,18.6
"1780",1605,18.7
"1781",1605,18.4
"1782",1608,19
"1783",1608,19
"1784",1608,NA
"1785",1608,NA
"1786",1610,18.45
"1787",1610,19.15
"1788",1611,19
"1789",1612,19.6
"1790",1612,19.65
"1791",1612,19.5
"1792",1612,19.35
"1793",1612,19.6
"1794",1612,19.7
"1795",1612,NA
"1796",1612,NA
"1797",1612,NA
"1798",1612,NA
"1799",1612,NA
"1800",1612,19.95
"1801",1613,20.45
"1802",1613,20.1
"1803",1616,19.3
"1804",1618,20.3
"1805",1618,20.55
"1806",1618,20.35
"1807",1620,19.8
"1808",1620,18.8
"1809",1620,19.5
"1810",1628,19.75
"1811",1628,19.9
"1812",1628,19.95
"1813",1628,NA
"1814",1628,NA
"1815",1629,NA
"1816",1629,NA
"1817",1629,20
"1818",1629,20.1
"1819",1630,NA
"1820",1630,19.5
"1821",1630,19.4
"1822",1631,NA
"1823",1631,20.5
"1824",1631,NA
"1825",1631,20
"1826",1631,20
"1827",1632,NA
"1828",1633,NA
"1829",1634,NA
"1830",1634,19.5
"1831",1634,19.25
"1832",1634,19.6
"1833",1635,19.25
"1834",1637,NA
"1835",1637,NA
"1837",1642,NA
"1838",1642,NA
"1839",1642,NA
"1840",1642,19.25
"1841",1646,20
"1842",1648,NA
"1846",1649,19.75
"1847",1649,19
"1849",1651,NA
"1850",1651,19
"1852",1652,20.1
"1853",1653,20.2
"1854",1653,20.2
"1855",1653,19.75
"1856",1653,19.35
"1857",1662,NA
"1858",1662,NA
"1859",1662,NA
"1860",1662,20
"1861",1662,19.5
"1862",1662,NA
"1863",1671,20.25
"1864",1675,NA
"1865",1681,20.5
"1866",1681,20
"1867",1683,NA
"1868",1684,NA
"1869",1684,19
"1870",1684,20
"1871",1685,19
"1872",1686,NA
"1873",1686,20
"1874",1686,19.9
"1875",1687,20
"1876",1687,19.25
"1877",1687,19.4
"1878",1687,19.2
"1879",1687,NA
"1880",1687,NA
"1881",1687,18.95
"1882",1687,19.35
"1883",1687,NA
"1884",1688,19
"1885",1691,NA
"1886",1691,18.2
"1887",1693,18.5
"1888",1693,18.75
"1889",1695,19
"1890",1695,19.5
"1891",1697,NA
"1892",1697,20
"1893",1697,20.15
"1894",1697,19.8
"1895",1701,NA
"1896",1702,NA
"1897",1703,NA
"1898",1703,20
"1899",1704,19.5
"1900",1704,20
"1901",1704,20
"1902",1704,18
"1903",1706,20
"1904",1706,19.5
"1905",1706,20
"1906",1706,20
"1907",1706,19.5
"1908",1707,NA
"1909",1707,19.5
"1910",1708,NA
"1911",1708,20.25
"1912",1710,19.5
"1913",1710,19.25
"1914",1710,19.5
"1915",1710,19
"1916",1710,19
"1917",1710,18.8
"1918",1710,NA
"1919",1711,19.9
"1920",1711,19.6
"1921",1711,19.65
"1922",1711,19.55
"1923",1711,NA
"1924",1713,20
"1925",1713,20
"1926",1713,20.1
"1927",1713,19.9
"1928",1715,18.5
"1929",1724,19.25
"1930",1724,19
"1931",1724,18.9
"1932",1724,19
"1933",1724,NA
"1934",1726,19.6
"1935",1726,19.5
"1936",1726,19.75
"1937",1726,19.5
"1938",1734,19.5
"1939",1734,20
"1940",1734,19.5
"1941",1734,19.45
"1942",1734,19.4
"1943",1734,19.45
"1944",1734,NA
"1945",1735,21
"1946",1735,20.75
"1947",1737,20
"1948",1737,20.25
"1949",1737,20.25
"1950",1737,20
"1951",1737,20.1
"1952",1737,NA
"1953",1737,20.1
"1954",1738,NA
"1955",1738,21
"1956",1739,NA
"1957",1739,20.5
"1958",1739,20.5
"1959",1739,19.75
"1960",1739,20
"1961",1742,20
"1962",1742,20.5
"1963",1743,21
"1964",1743,20.75
"1965",1743,20.25
"1966",1743,21
"1967",1743,20.5
"1968",1743,NA
"1969",1746,19.3
"1970",1750,19.9
"1971",1750,19.65
"1972",1751,20.5
"1973",1754,20.5
"1974",1754,21
"1975",1758,19.5
"1976",1758,19.5
"1986",1759,20
"1987",1759,19.5
"1988",1759,19.25
"1989",1760,20
"1990",1761,20
"1991",1761,20.5
"1992",1761,20
"1993",1761,20
"1994",1761,20
"1995",1761,20
"1996",1761,19.75
"1997",1761,19.9
"1998",1761,19.8
"1999",1761,NA
"2000",1761,NA
"2001",1762,19.75
"2002",1762,20.5
"2003",1763,20
"2004",1763,21.45
"2005",1764,20.75
"2006",1764,21
"2007",1764,20.75
"2008",1764,20.8
"2009",1764,NA
"2010",1765,20
"2011",1766,18.5
"2012",1766,18.25
"2013",1766,18.75
"2014",1766,18.5
"2015",1767,20
"2016",1767,19.75
"2017",1767,19.7
"2018",1767,19.25
"2019",1767,19.75
"2020",1768,19.5
"2021",1768,19.5
"2022",1768,19.5
"2023",1768,19.2
"2024",1769,19
"2025",1769,19
"2026",1769,20
"2027",1769,19.7
"2028",1770,19.75
"2029",1770,19.75
"2030",1770,19.5
"2031",1770,19.45
"2032",1770,19.65
"2033",1770,19.75
"2034",1772,18.5
"2035",1772,18.75
"2036",1773,19.75
"2037",1775,19.5
"2038",1775,19.25
"2039",1775,19
"2040",1775,19.25
"2041",1775,19
"2042",1776,20
"2043",1776,20
"2044",1777,20
"2045",1777,20
"2046",1777,20
"2047",1777,19.3
"2048",1778,19
"2049",1778,19.25
"2050",1778,19
"2051",1778,19
"2052",1780,20.25
"2053",1781,19.5
"2054",1781,19.25
"2055",1781,NA
"2056",1781,18.6
"2057",1782,19.25
"2058",1782,19.2
"2059",1782,19.05
"2060",1784,20
"2061",1784,19
"2062",1785,20.5
"2063",1785,19.75
"2064",1785,20
"2065",1785,20
"2066",1785,20
"2067",1785,20
"2068",1785,20.25
"2069",1785,20
"2070",1785,20
"2071",1786,20.3
"2072",1787,20.25
"2073",1787,19
"2074",1787,19
"2075",1787,19.85
"2076",1788,19.25
"2077",1788,19
"2078",1789,20
"2079",1789,19.25
"2080",1789,NA
"2081",1789,19.75
"2082",1790,20
"2083",1790,19.75
"2084",1791,19.75
"2085",1791,19.5
"2086",1791,19.5
"2087",1791,19.5
"2088",1791,19
"2089",1791,19.4
"2090",1791,19.7
"2091",1791,19.7
"2092",1791,19.1
"2093",1791,19.55
"2094",1791,19.45
"2096",1792,19.9
"2097",1792,19.9
"2098",1792,NA
"2099",1792,NA
"2100",1792,NA
"2101",1792,NA
"2102",1793,19.2
"2103",1793,20.3
"2104",1793,NA
"2105",1793,NA
"2106",1793,NA
"2107",1793,NA
"2108",1793,NA
"2109",1794,20.85
"2110",1794,NA
"2111",1795,20.75
"2112",1795,NA
"2113",1795,NA
"2114",1795,NA
"2115",1795,20.4
"2116",1795,NA
"2117",1796,20
"2118",1796,NA
"2119",1796,NA
"2120",1797,NA
"2121",1798,20
"2122",1798,20.35
"2123",1798,20.1
"2124",1798,NA
"2125",1798,NA
"2126",1799,20.1
"2127",1799,NA
"2128",1799,NA
"2129",1800,19.25
"2130",1800,NA
"2131",1800,NA
"2132",1806,19.6
"2133",1806,19.75
"2134",1806,NA
"2135",1807,18.7
"2136",1807,18.7
"2137",1807,NA
"2138",1807,NA
"2139",1807,NA
"2140",1807,NA
"2141",1809,19.6
"2142",1813,20
"2143",1813,NA
"2144",1813,NA
"2145",1813,NA
"2146",1814,19.6
"2147",1814,19.4
"2148",1815,19
"2149",1815,19.2
"2150",1815,19.1
"2151",1815,NA
"2152",1817,19.55
"2153",1817,19.5
"2154",1817,NA
"2155",1818,19.3
"2156",1818,19.6
"2157",1818,NA
"2158",1818,NA
"2159",1818,NA
"2160",1819,19.25
"2161",1819,NA
"2162",1819,NA
"2163",1819,NA
"2164",1820,19.6
"2165",1820,NA
"2166",1821,19.85
"2167",1821,19.5
"2168",1821,19.6
"2169",1821,NA
"2170",1821,NA
"2171",1824,20.9
"2172",1824,NA
"2173",1824,NA
"2174",1824,NA
"2175",1825,20.2
"2176",1825,20
"2177",1825,NA
"2178",1825,NA
"2179",1825,NA
"2180",1827,19.2
"2181",1831,NA
"2182",1831,NA
"2183",1831,NA
"2184",1831,NA
"2185",1831,NA
"2186",1833,19.55
"2187",1833,NA
"2188",1833,NA
"2189",1834,19
"2190",1834,NA
"2191",1835,20.25
"2192",1835,NA
"2193",1835,20.4
"2194",1835,NA
"2195",1836,20.1
"2196",1836,19.8
"2197",1836,NA
"2198",1837,20
"2199",1837,19.9
"2200",1837,NA
"2201",1837,NA
"2202",1837,NA
"2203",1839,20.3
"2204",1839,20.45
"2205",1839,NA
"2206",1840,20.05
"2207",1841,20.55
"2208",1842,21
"2209",1842,21.25
"2210",1844,20.45
"2211",1844,20.4
"2212",1844,NA
"2213",1844,NA
"2214",1847,20
"2215",1847,NA
"2216",1847,NA
"2217",1847,NA
"2218",1847,NA
"2219",1847,NA
"2220",1847,NA
"2221",1847,NA
"2222",1847,NA
"2223",1849,20.15
"2224",1849,20.3
"2225",1850,19.25
"2226",1850,NA
"2227",1851,18.15
"2228",1851,NA
"2229",1855,20.05
"2230",1856,21.45
"2231",1856,21.2
"2232",1857,NA
"2233",1857,20.15
"2234",1857,NA
"2235",1857,NA
"2236",1857,NA
"2237",1858,NA
"2238",1858,NA
"2239",1858,NA
"2240",1859,18.8
"2241",1859,18.8
"2242",1859,18.9
"2243",1859,NA
"2244",1859,NA
"2245",1859,NA
"2246",1864,19.75
"2247",1864,19.75
"2248",1864,NA
"2249",1864,NA
"2250",1865,20.25
"2251",1865,NA
"2252",1866,20.25
"2253",1866,19.95
"2254",1866,20.2
"2255",1866,NA
"2256",1867,19.4
"2257",1867,NA
"2258",1867,NA
"2259",1867,NA
"2260",1869,20.2
"2261",1869,20.2
"2262",1869,NA
"2263",1869,NA
"2264",1870,19.65
"2265",1870,19.75
"2266",1870,NA
"2267",1870,NA
"2268",1871,NA
"2269",1872,19.7
"2270",1872,19.6
"2271",1873,19.9
"2272",1873,NA
"2273",1873,NA
"2274",1873,NA
"2275",1873,NA
"2276",1873,NA
"2277",1874,19.25
"2278",1874,NA
"2279",1874,NA
"2280",1874,NA
"2281",1874,NA
"2282",1874,NA
"2283",1875,20.2
"2284",1878,19.8
"2285",1878,19.85
"2286",1878,NA
"2287",1878,NA
"2288",1879,20.25
"2289",1879,20.25
"2290",1879,20.3
"2291",1879,NA
"2292",1879,NA
"2293",1879,NA
"2294",1879,NA
"2295",1879,NA
"2296",1879,NA
"2297",1881,19.75
"2298",1883,20
"2299",1883,NA
"2300",1883,NA
"2301",1883,NA
"2302",1883,NA
"2303",1883,NA
"2304",1883,NA
"2305",1884,NA
"2306",1884,NA
"2307",1884,NA
"2308",1884,NA
"2309",1884,NA
"2310",1885,20.05
"2311",1886,20.25
"2312",1886,NA
"2313",1886,NA
"2314",1889,19.9
"2315",1889,20
"2316",1891,19.5
"2317",1901,20
"2318",1903,19.55
"2319",1903,19.2
"2320",1904,19.25
"2321",1904,19.35
"2322",1904,19.6
"2323",1904,NA
"2324",1907,20.05
"2325",1910,19.6
"2326",1912,19.5
"2327",1912,20.1
"2328",1912,20.15
"2329",1912,19.9
"2330",1912,19.9
"2331",1913,19.4
"2332",1937,20.05
"2333",1937,20
"2334",1937,19.8
"2335",1937,NA
"2336",1939,18.25
"2337",1939,18.4
"2338",1939,18.3
"2339",1939,18.4
"2340",1939,18.2
"2341",1939,18.2
"2359",1940,19.15
"2370",1946,19.65
"2371",1946,NA
"2372",1946,NA
"2373",1947,20.9
"2374",1947,21.05
"2375",1947,NA
"2376",1947,NA
"2377",1947,NA
"2378",1947,NA
"2379",1948,19.9
"2380",1948,NA
"2381",1948,NA
"2382",1949,20.25
"2383",1949,20.55
"2384",1949,NA
"2385",1949,NA
"2386",1958,20.4
"2387",1958,20.2
"2388",1959,18.85
"2389",1959,18
"2390",1959,18
"2391",1959,18.3
"2392",1960,18.8
"2393",1960,18.9
"2394",1960,18.8
"2395",1963,18.5
"2396",1963,18.8
"2397",1963,18.55
"2398",1964,19.8
"2399",1965,19.5
"2400",1965,19.7
"2401",1965,19.9
"2402",1966,18.9
"2403",1967,18.8
"2404",1969,17.9
"2405",1969,17.7
"2406",1969,17.85
"2407",1969,17.95
"2408",1973,20
"2409",1973,20.3
"2410",1974,19.8
"2411",1975,20.05
"2412",1975,20.5
"2413",1978,19.65
"2414",1978,19.85
"2415",1978,19.6
"2416",1978,19.75
"2417",1980,19.7
"2418",1980,20
"2419",1981,19.4
"2420",1982,20.2
"2421",1982,20.2
"2422",1983,20.2
"2423",1983,20.05
"2424",1984,19.9
"2425",1984,20.05
"2426",1985,NA
"2427",1985,18.65
"2428",1987,19.8
"2429",1989,18.95
"2430",1989,19.2
"2431",1989,19
"2432",1989,19.05
"2433",1990,19.9
"2434",1990,19.95
"2435",1991,20.35
"2436",1991,20.2
"2437",1997,20
"2438",1997,20.5
"2439",1997,20.1
"2440",1998,19.6
"2441",2000,20
"2442",2002,19.7
"2443",2003,19.55
"2444",2003,19.7
"2445",2004,18.6
"2446",2004,18.05
"2447",2005,20.8
"2448",2005,20
"2449",2005,20.35
"2450",2005,20.4
"2451",2006,19.65
"2452",2006,18.5
"2453",2006,18.8
"2454",2007,19.05
"2455",2008,19.65
"2456",2008,19.6
"2457",2008,19.5
"2458",2009,19.7
"2459",2009,19.8
"2460",2009,19.9
"2461",2009,19.65
"2462",2010,20.1
"2463",2010,19.55
"2464",2011,19.45
"2465",2011,19.35
"2466",2011,19.6
"2467",2012,20.35
"2468",2012,20.4
"2469",2012,20.3
"2470",2014,20.2
"2471",2014,20.35
"2472",2014,19.65
"2473",2014,20.2
"2474",2014,NA
"2475",2015,19.4
"2476",2018,20.2
"2477",2020,19.75
"2478",2020,19.6
"2479",2022,19.2
"2480",2023,18.4
"2481",2025,19.2
"2482",2025,19
"2483",2035,18.95
"2484",2037,19.95
"2485",2038,19.1
"2486",2042,19.95
"2487",2042,19.7
"2488",2042,19.9
"2489",2042,19.9
"2490",2042,20
"2491",2042,20
"2492",2042,20.1
"2493",2043,19.7
"2494",2043,20.1
"2495",2043,19
"2496",2043,18.9
"2497",2043,18.8
"2498",2044,19.3
"2499",2044,19.45
"2500",2044,19.35
"2501",2044,19.4
"2502",2044,19.3
"2503",2044,NA
"2504",2045,18.6
"2505",2046,19.65
"2506",2046,NA
"2507",2049,19.25
"2508",2049,19.75
"2509",2049,NA
"2510",2049,NA
"2511",2049,NA
"2512",2050,20.1
"2513",2050,20.3
"2514",2060,18.6
"2515",2060,18.55
"2516",2064,19.5
"2517",2066,20.1
"2518",2066,19.95
"2519",2066,20
"2520",2066,20
"2521",2073,18.7
"2522",2073,18.7
"2523",2073,18.75
"2524",2074,18.8
"2525",2074,18.7
"2526",2074,18.6
"2527",2074,18.5
"2528",2074,NA
"2529",2075,18.6
"2530",2075,18.4
"2531",2075,NA
"2532",2075,NA
"2533",2075,NA
"2534",2076,18.4
"2535",2076,18.55
"2536",2076,18.45
"2537",2076,18.3
"2538",2076,18.3
"2539",2076,NA
"2540",2076,NA
"2541",2076,NA
"2542",2078,18.95
"2543",2078,19.1
"2544",2078,19
"2545",2078,18.95
"2546",2078,19.15
"2547",2078,NA
"2548",2081,NA
"2549",2081,21.55
"2550",2081,21.6
"2551",2082,NA
"2552",2082,19.55
"2553",2082,19.5
"2554",2082,19.3
"2555",2082,NA
"2556",2082,19.25
"2557",2083,19.45
"2558",2083,19.5
"2559",2083,19.4
"2560",2083,19.6
"2561",2083,19.7
"2562",2083,19.4
"2563",2084,18.45
"2564",2084,18.45
"2565",2087,NA
"2566",2091,NA
"2567",2091,19.25
"2568",2091,NA
"2569",2092,20.1
"2570",2093,20
"2571",2093,19.95
"2572",2093,20
"2573",2093,20.15
"2574",2093,20
"2575",2093,NA
"2576",2093,NA
"2577",2093,NA
"2578",2094,19.6
"2579",2094,19.65
"2580",2094,19.9
"2581",2094,19.7
"2582",2095,19.8
"2583",2095,19.8
"2584",2096,18.85
"2585",2096,18.9
"2586",2099,19.25
"2587",2099,19
"2588",2101,19
"2589",2102,19.9
"2590",2102,NA
"2591",2102,20
"2592",2102,19.95
"2593",2103,19.8
"2594",2103,19.7
"2595",2103,20.7
"2596",2103,19.85
"2597",2104,NA
"2598",2111,19.4
"2599",2112,19.35
"2600",2112,18.65
"2601",2114,19.7
"2602",2114,19.7
"2603",2116,19.55
"2604",2116,19.3
"2605",2117,NA
"2606",2118,19.3
"2607",2118,19.4
"2608",2118,19.45
"2609",2118,19.4
"2610",2119,19.65
"2611",2119,19.6
"2612",2119,19.65
"2613",2119,19.45
"2614",2119,19.6
"2615",2120,19.75
"2616",2120,19.9
"2617",2120,19.75
"2618",2120,19.6
"2619",2120,19.75
"2620",2121,19.8
"2621",2121,19.85
"2622",2121,19.8
"2623",2121,19.9
"2624",2121,19.75
"2625",2121,NA
"2626",2122,19.25
"2627",2123,19.8
"2628",2123,19.45
"2629",2126,19
"2630",2126,19.95
"2631",2126,19.85
"2632",2126,20
"2633",2128,20.1
"2634",2128,20.5
"2635",2128,NA
"2636",2128,20.4
"2637",2128,20.45
"2638",2128,20.4
"2639",2128,NA
"2640",2130,19.6
"2641",2130,20.1
"2642",2130,20.2
"2643",2131,20.05
"2644",2131,20.25
"2645",2131,20.4
"2646",2131,19.9
"2647",2131,NA
"2648",2133,20
"2649",2133,20
"2650",2133,20
"2651",2133,19.95
"2652",2133,20.1
"2653",2133,19.95
"2654",2133,20.1
"2655",2133,NA
"2656",2137,20.95
"2657",2137,20.7
"2658",2137,21.05
"2659",2139,19.7
"2660",2139,19.7
"2661",2139,19.6
"2662",2142,19.05
"2663",2142,NA
"2664",2142,18.8
"2665",2143,21
"2666",2143,20.5
"2667",2143,20.5
"2668",2144,21.2
"2669",2144,21.3
"2670",2146,19.85
"2671",2151,20.25
"2672",2151,20.1
"2673",2151,20.4
"2674",2153,20.1
"2675",2153,19.9
"2676",2153,19.8
"2677",2153,19.3
"2678",2153,20.25
"2679",2153,20.1
"2680",2153,20.1
"2681",2153,19.85
"2682",2153,20.05
"2683",2153,NA
"2684",2153,19.4
"2685",2153,19.4
"2686",2154,20.2
"2687",2154,20.05
"2688",2158,19.8
"2689",2159,19.3
"2690",2159,20.1
"2691",2159,19.75
"2692",2159,19.95
"2693",2160,19.1
"2694",2160,19.7
"2695",2163,19
"2696",2165,19.8
"2697",2165,20
"2698",2165,20.3
"2699",2165,19.7
"2700",2170,20
"2701",2170,19.4
"2702",2170,19.7
"2703",2170,19.9
"2704",2172,20.25
"2705",2172,20.4
"2706",2172,20.6
"2707",2173,19.95
"2708",2173,20
"2709",2173,19.7
"2710",2173,19.8
"2711",2173,19.95
"2712",2173,NA
"2713",2173,NA
"2714",2174,20.1
"2715",2175,20
"2716",2175,19.85
"2717",2175,19.9
"2718",2176,19.6
"2719",2176,19.9
"2720",2179,18.8
"2721",2179,19
"2722",2179,18.85
"2723",2180,19.3
"2724",2183,19.65
"2725",2185,20.2
"2726",2185,20.25
"2727",2185,20.4
"2728",2185,20.35
"2729",2185,20.55
"2730",2186,19.2
"2731",2186,18.9
"2732",2186,19.2
"2733",2186,NA
"2734",2186,19.3
"2735",2186,NA
"2736",2187,19.5
"2737",2187,19.55
"2738",2187,19.5
"2739",2187,19.6
"2740",2189,18.8
"2741",2190,19.8
"2742",2190,19.9
"2743",2191,20.5
"2744",2191,20.75
"2745",2191,20.8
"2746",2191,NA
"2747",2191,NA
"2748",2192,20.8
"2749",2192,20.7
"2750",2192,20.3
"2757",2203,20.8
"2758",2203,20.8
"2759",2203,20.25
"2760",2208,18.55
"2761",2208,18.8
"2762",2208,18.7
"2763",2223,20.6
"2764",2224,19.65
"2775",2225,19.7
"2776",2225,20.15
"2777",2225,19.6
"2778",2225,20
"2779",2225,19.85
"2780",2225,19.8
"2781",2225,19.8
"2782",2232,18.8
"2783",2232,18.55
"2784",2232,18.8
"2785",2232,NA
"2786",2237,18.25
"2787",2238,20.5
"2788",2238,20.65
"2789",2238,21
"2790",2239,19.65
"2791",2241,18.9
"2792",2241,19.2
"2793",2241,19.05
"2794",2241,19.1
"2795",2241,19.3
"2796",2241,19.5
"2797",2241,19.7
"2798",2241,19
"2799",2247,20.6
"2800",2247,20.55
"2801",2248,20.5
"2802",2250,19.5
"2803",2250,19.6
"2804",2250,19.85
"2805",2250,19.5
"2806",2250,NA
"2807",2250,NA
"2808",2251,18.6
"2809",2254,20.1
"2810",2254,20.15
"2811",2256,20.35
"2812",2256,20.75
"2813",2256,20.8
"2814",2256,20.25
"2815",2256,20.25
"2816",2256,20.4
"2817",2256,NA
"2818",2258,19.65
"2819",2258,20.75
"2820",2263,19.1
"2821",2263,19.25
"2822",2263,19.45
"2823",2263,19.25
"2824",2264,19
"2825",2264,19.7
"2826",2264,19.45
"2827",2265,20.8
"2828",2265,20.55
"2829",2266,19.5
"2830",2266,19.9
"2831",2266,19.7
"2832",2268,19.65
"2833",2275,19.1
"2834",2278,19.55
"2835",2278,19.65
"2836",2278,19.8
"2837",2279,19.35
"2838",2282,18.9
"2839",2282,18.9
"2840",2283,19
"2841",2283,19.2
"2842",2284,18.85
"2843",2284,18.95
"2844",2286,19.4
"2845",2286,19.65
"2846",2286,19.55
"2847",2286,20.6
"2848",2287,19.85
"2849",2287,20.2
"2850",2287,20.25
"2851",2288,20
"2852",2289,19.55
"2853",2289,19.85
"2854",2289,19.5
"2855",2289,19.7
"2856",2289,19.6
"2857",2289,NA
"2858",2289,NA
"2864",2290,20.4
"2865",2291,19.9
"2866",2291,19.75
"2867",2291,19.85
"2868",2291,19.75
"2869",2291,19.65
"2870",2292,19.15
"2871",2292,20.4
"2872",2292,19.45
"2873",2293,19.35
"2874",2296,20.95
"2875",2297,20.45
"2876",2297,20
"2877",2300,20.1
"2878",2300,19.65
"2879",2302,19.2
"2880",2302,19.8
"2881",2302,20.3
"2882",2302,NA
"2883",2302,20.3
"2884",2302,19.9
"2885",2302,NA
"2886",2302,NA
"2887",2303,NA
"2888",2304,20.15
"2889",2305,20.55
"2890",2305,20.35
"2891",2307,19.45
"2892",2307,19.6
"2893",2307,19.5
"2894",2308,18.6
"2895",2308,19
"2896",2308,18.9
"2897",2311,20.1
"2898",2311,19.8
"2899",2313,19.2
"2900",2313,19.55
"2901",2313,20
"2902",2314,20.85
"2903",2315,19.75
"2904",2316,19.8
"2905",2316,19.4
"2906",2318,19.75
"2907",2321,19.5
"2908",2322,19.1
"2909",2322,18.7
"2910",2323,20.7
"2911",2323,20.25
"2914",2324,20
"2915",2324,NA
"2916",2326,20.5
"2917",2326,20
"2918",2326,20.1
"2919",2326,20.2
